"Subject","Factor","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","reference","tax","description","KO","percent","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","counts_25_CT_Ext_C1_2020","counts_26_CT_Ext_C2_2020","counts_27_CT_Ext_C3_2020","counts_28_CT_Ext_C4_2020","counts_41_CT_Ext_I1_2020","counts_42_CT_Ext_I2_2020","counts_43_CT_Ext_I3_2020","counts_44_CT_Ext_I4_2020","counts_M09_CT_Ext_C1_2021","counts_M10_CT_Ext_C2_2021","counts_M11_CT_Ext_C3_2021","counts_M12_CT_Ext_C4_2021","counts_M25_CT_Ext_I1_2021","counts_M26_CT_Ext_I2_2021","counts_M27_CT_Ext_I3_2021","counts_M28_CT_Ext_I4_2021","counts_M33_CT_Ext_C1_2022","counts_M34_CT_Ext_C2_2022","counts_M35_CT_Ext_C3_2022","counts_M36_CT_Ext_C4_2022","counts_M37_CT_Ext_I1_2022","counts_M38_CT_Ext_I2_2022","counts_M39_CT_Ext_I3_2022","counts_M40_CT_Ext_I4_2022"
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_5568177_3","COG0057@1|root,COG0057@2|Bacteria,2GJK4@201174|Actinobacteria,1W7Q3@1268|Micrococcaceae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",90.6,32,3,0,10,105,136,167,2.1e-10,68.6,12,12,8,5,12,5,8,4,14,7,4,5,11,4,3,16,6,8,14,13,4,12,5,22
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_726624_2","COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,1RMBM@1236|Gammaproteobacteria,1X34S@135614|Xanthomonadales","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",98.8,334,4,0,1,1002,1,334,2.4e-188,662.9,130,128,105,91,143,157,122,150,177,205,222,167,134,141,196,125,136,421,166,150,152,165,185,182
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_1288880_2","COG0057@1|root,COG0057@2|Bacteria,3J0D8@40117|Nitrospirae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",90.8,337,31,0,1,1011,1,337,4.1e-175,619,24,30,19,14,30,36,24,30,28,38,28,26,26,38,22,22,24,23,22,22,12,22,31,31
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_552757_1","COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,2TR6E@28211|Alphaproteobacteria,3JSED@41294|Bradyrhizobiaceae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",92.8,69,5,0,1,207,267,335,2.6e-31,139,14,12,6,10,16,10,11,18,8,14,14,4,17,10,9,15,2,15,8,11,25,16,16,15
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_1348450_2","COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,2TR6E@28211|Alphaproteobacteria,3JSED@41294|Bradyrhizobiaceae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",93.3,178,12,0,1,534,1,178,4.3e-91,339,36,22,32,25,42,39,21,30,33,33,24,30,35,32,36,25,25,25,31,36,23,25,21,30
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_2108308_2","COG0057@1|root,COG0057@2|Bacteria,2GJK4@201174|Actinobacteria,1W7Q3@1268|Micrococcaceae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",96.2,262,10,0,1,786,75,336,2.8e-139,499.6,51,45,37,34,38,32,33,64,46,53,35,35,31,28,26,30,28,34,36,37,54,34,44,61
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_4140741_1","COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,2VHHG@28216|Betaproteobacteria,472TH@75682|Oxalobacteraceae","Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain","ko:K00134",91,78,7,0,1,234,259,336,1.6e-34,149.8,17,14,2,8,23,14,12,8,14,16,8,2,10,22,13,13,14,5,12,14,14,19,11,13
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_863662_1","COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,2TR6E@28211|Alphaproteobacteria,4B9A6@82115|Rhizobiaceae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",93.6,266,17,0,1,798,1,266,9.1e-138,494.6,43,47,66,42,60,38,49,56,39,55,40,38,60,40,42,49,43,27,54,83,63,49,58,63
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_651792_1","COG0057@1|root,COG0057@2|Bacteria,1TNYU@1239|Firmicutes,4H9NS@91061|Bacilli,1ZCF9@1386|Bacillus","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",99.4,335,2,0,301,1305,1,335,8.1e-184,648.3,4,4,10,6,24,8,10,4,6,4,4,8,20,10,18,10,15,15,8,4,4,14,7,19
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_1275637_2","COG0057@1|root,COG0057@2|Bacteria,2GJK4@201174|Actinobacteria","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",97.2,179,5,0,1,537,1,179,2.8e-90,336.3,29,37,9,22,38,51,46,37,42,37,24,39,26,28,28,44,35,30,50,41,57,31,32,51
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_6902890_3","COG0057@1|root,COG0057@2|Bacteria,1TNYU@1239|Firmicutes,4H9NS@91061|Bacilli,1ZCF9@1386|Bacillus","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",100,42,0,0,1,126,28,69,2.9e-15,85.5,2,6,2,0,2,4,2,4,4,0,0,2,0,2,8,1,2,3,0,2,2,2,0,2
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_331765_1","COG0057@1|root,COG0057@2|Bacteria,2GJK4@201174|Actinobacteria,4CPFY@84995|Rubrobacteria","Glyceraldehyde-3-phosphate dehydrogenase, type I","ko:K00134",96.4,308,11,0,1,924,28,335,5.5e-171,605.1,50,55,26,40,55,64,68,74,23,44,28,58,46,32,38,44,36,27,43,46,33,48,42,43
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_784748_1","COG0057@1|root,COG0057@2|Bacteria,46S59@74201|Verrucomicrobia,3K77U@414999|Opitutae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",95.2,249,12,0,1,747,100,348,3.6e-128,462.6,65,37,36,68,51,48,42,51,102,120,88,72,54,42,36,52,38,28,48,38,44,26,58,34
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_1213058_2","COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,2TR6E@28211|Alphaproteobacteria,1JRMN@119045|Methylobacteriaceae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",96.4,251,9,0,4,756,85,335,9.6e-137,491.1,42,57,32,35,39,51,38,58,50,53,47,28,23,46,40,34,18,27,40,51,60,61,42,45
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_542099_1","COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,2TR6E@28211|Alphaproteobacteria","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",90.1,121,12,0,1,363,215,335,6.2e-57,224.9,22,12,29,18,22,24,25,18,15,34,22,14,17,15,22,18,17,15,21,16,28,27,12,24
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_5514615_1","COG0057@1|root,COG0057@2|Bacteria,4NEMF@976|Bacteroidetes,1IQAX@117747|Sphingobacteriia","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",92.1,304,24,0,1,912,1,304,7.4e-160,568.2,4,4,0,6,8,6,4,4,2,0,2,4,2,4,2,10,4,37,4,8,6,4,2,12
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_6965350_1","COG0057@1|root,COG0057@2|Bacteria,2GJK4@201174|Actinobacteria,1W7Q3@1268|Micrococcaceae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",97,135,4,0,1,405,1,135,6.2e-66,255,34,26,23,24,33,28,42,28,36,46,19,26,18,37,25,36,14,10,32,32,40,27,12,42
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_1140512_1","COG0057@1|root,COG0057@2|Bacteria,46S59@74201|Verrucomicrobia,2ITXT@203494|Verrucomicrobiae","Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain","ko:K00134",96.9,294,9,0,1,882,1,294,3.3e-157,559.3,59,48,34,31,69,32,34,63,74,55,100,71,44,35,49,59,49,23,50,53,54,62,55,44
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_6397478_2","COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,2TR6E@28211|Alphaproteobacteria,1JRMN@119045|Methylobacteriaceae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",100,169,0,0,1,507,1,169,7.6e-90,334.7,35,32,18,16,37,26,33,35,23,33,34,30,20,17,35,41,28,14,29,20,29,20,29,41
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_503038_1","COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,2TR6E@28211|Alphaproteobacteria,2K0GC@204457|Sphingomonadales","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",95.3,300,14,0,1,900,1,300,1.1e-158,564.3,56,72,46,56,103,84,62,94,65,64,54,66,62,59,65,56,33,46,58,66,74,57,52,74
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_1849290_1","COG0057@1|root,COG0057@2|Bacteria,2GJK4@201174|Actinobacteria,235EV@1762|Mycobacteriaceae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",97.1,206,6,0,1,618,135,340,5.6e-111,405.2,72,86,65,52,97,78,101,82,48,62,59,74,85,58,57,53,62,69,79,87,80,69,83,81
"PGPT0018000","gapA",941.496829575482,0.190985316870005,0.0474090650581441,4.02845566846286,5.61444447989286e-05,0.021203885319062,"k87_6044267_1","COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,2TR6E@28211|Alphaproteobacteria,3JSED@41294|Bradyrhizobiaceae","Belongs to the glyceraldehyde-3-phosphate dehydrogenase family","ko:K00134",90.1,151,15,0,1,453,185,335,4.1e-74,282.3,50,41,33,38,65,50,49,42,37,55,39,36,37,42,28,33,26,37,35,45,48,40,46,46
"PGPT0021175","pyrDI",2.89898627586608,-5.0086291836055,1.28843033828045,-3.88738842512049,0.000101328538716841,0.0255122743035959,"k87_5507599_3","COG0167@1|root,COG0167@2|Bacteria,1TPFV@1239|Firmicutes,4HA5H@91061|Bacilli,1ZBNC@1386|Bacillus","Belongs to the dihydroorotate dehydrogenase family. Type 1 subfamily","ko:K17828",98.3,174,3,0,1,522,138,311,1.8e-89,333.6,0,0,0,4,10,4,4,8,0,0,0,0,6,3,6,8,4,6,0,2,6,2,2,4
